,scientific_name,park_name,observations,category,common_names,conservation_status
24395,Arceuthobium cyanocarpum,Yosemite National Park,138,Vascular Plant,Limber Pine Dwarf Mistletoe,
24396,Phlox maculata ssp. pyramidalis,Yellowstone National Park,241,Vascular Plant,Wild Sweetwilliam,
24397,Phlox maculata ssp. pyramidalis,Yosemite National Park,137,Vascular Plant,Wild Sweetwilliam,
24398,Phlox maculata ssp. pyramidalis,Great Smoky Mountains National Park,73,Vascular Plant,Wild Sweetwilliam,
24399,Phlox maculata ssp. pyramidalis,Bryce National Park,66,Vascular Plant,Wild Sweetwilliam,
24400,Sporobolus vaginiflorus var. ozarkanus,Great Smoky Mountains National Park,55,Vascular Plant,Ozark Dropseed,
24401,Sporobolus vaginiflorus var. ozarkanus,Yellowstone National Park,235,Vascular Plant,Ozark Dropseed,
24402,Sporobolus vaginiflorus var. ozarkanus,Bryce National Park,119,Vascular Plant,Ozark Dropseed,
24403,Sporobolus vaginiflorus var. ozarkanus,Yosemite National Park,177,Vascular Plant,Ozark Dropseed,
24404,Desmognathus monticola,Bryce National Park,76,Amphibian,Seal Salamander,
24405,Desmognathus monticola,Yosemite National Park,128,Amphibian,Seal Salamander,
24406,Desmognathus monticola,Great Smoky Mountains National Park,88,Amphibian,Seal Salamander,
24407,Desmognathus monticola,Yellowstone National Park,236,Amphibian,Seal Salamander,
24408,Hylotelephium telephium,Yosemite National Park,125,Vascular Plant,"Vit-Toujours, Witch's Moneybags",
24409,Hylotelephium telephium,Bryce National Park,111,Vascular Plant,"Vit-Toujours, Witch's Moneybags",
24410,Hylotelephium telephium,Great Smoky Mountains National Park,65,Vascular Plant,"Vit-Toujours, Witch's Moneybags",
24411,Hylotelephium telephium,Yellowstone National Park,213,Vascular Plant,"Vit-Toujours, Witch's Moneybags",
24412,Vireo griseus,Bryce National Park,107,Bird,White-Eyed Vireo,
24413,Vireo griseus,Great Smoky Mountains National Park,66,Bird,White-Eyed Vireo,
24414,Vireo griseus,Yellowstone National Park,270,Bird,White-Eyed Vireo,
24415,Vireo griseus,Yosemite National Park,161,Bird,White-Eyed Vireo,
24416,Castilleja foliolosa,Yosemite National Park,132,Vascular Plant,Texas Indian Paintbrush,
24417,Castilleja foliolosa,Yellowstone National Park,277,Vascular Plant,Texas Indian Paintbrush,
24418,Castilleja foliolosa,Bryce National Park,87,Vascular Plant,Texas Indian Paintbrush,
24419,Castilleja foliolosa,Great Smoky Mountains National Park,45,Vascular Plant,Texas Indian Paintbrush,
24420,Helenium amarum,Yellowstone National Park,250,Vascular Plant,"Five-Leaf Sneezeweed, Sneezeweed",
24421,Helenium amarum,Bryce National Park,126,Vascular Plant,"Five-Leaf Sneezeweed, Sneezeweed",
24422,Helenium amarum,Yosemite National Park,150,Vascular Plant,"Five-Leaf Sneezeweed, Sneezeweed",
24423,Helenium amarum,Great Smoky Mountains National Park,53,Vascular Plant,"Five-Leaf Sneezeweed, Sneezeweed",
24424,Plagiobothrys myosotoides,Great Smoky Mountains National Park,116,Vascular Plant,Forget-Me-Not Popcornflower,
24425,Plagiobothrys myosotoides,Yellowstone National Park,249,Vascular Plant,Forget-Me-Not Popcornflower,
24426,Plagiobothrys myosotoides,Bryce National Park,84,Vascular Plant,Forget-Me-Not Popcornflower,
24427,Plagiobothrys myosotoides,Yosemite National Park,166,Vascular Plant,Forget-Me-Not Popcornflower,
24428,Aralia nudicaulis,Yellowstone National Park,286,Vascular Plant,Wild Sarsaparilla,
24429,Aralia nudicaulis,Bryce National Park,102,Vascular Plant,Wild Sarsaparilla,
24430,Aralia nudicaulis,Yosemite National Park,171,Vascular Plant,Wild Sarsaparilla,
24431,Aralia nudicaulis,Great Smoky Mountains National Park,55,Vascular Plant,Wild Sarsaparilla,
24432,Rudbeckia fulgida,Bryce National Park,89,Vascular Plant,Orange Coneflower,
24433,Rudbeckia fulgida,Yosemite National Park,138,Vascular Plant,Orange Coneflower,
24434,Rudbeckia fulgida,Great Smoky Mountains National Park,79,Vascular Plant,Orange Coneflower,
24435,Rudbeckia fulgida,Yellowstone National Park,264,Vascular Plant,Orange Coneflower,
24436,Rhytidiadelphus triquetrus,Great Smoky Mountains National Park,70,Nonvascular Plant,Rough Goose Neck Moss,
24437,Rhytidiadelphus triquetrus,Yellowstone National Park,231,Nonvascular Plant,Rough Goose Neck Moss,
24438,Rhytidiadelphus triquetrus,Bryce National Park,87,Nonvascular Plant,Rough Goose Neck Moss,
24439,Rhytidiadelphus triquetrus,Yosemite National Park,128,Nonvascular Plant,Rough Goose Neck Moss,
24440,Eriogonum ovalifolium var. purpureum,Great Smoky Mountains National Park,82,Vascular Plant,Cushion Buckwheat,
24441,Eriogonum ovalifolium var. purpureum,Yellowstone National Park,272,Vascular Plant,Cushion Buckwheat,
24442,Eriogonum ovalifolium var. purpureum,Yosemite National Park,139,Vascular Plant,Cushion Buckwheat,
24443,Eriogonum ovalifolium var. purpureum,Bryce National Park,114,Vascular Plant,Cushion Buckwheat,
24444,Ceanothus velutinus var. velutinus,Great Smoky Mountains National Park,67,Vascular Plant,Snowbrush Ceanothus,
24445,Ceanothus velutinus var. velutinus,Yosemite National Park,177,Vascular Plant,Snowbrush Ceanothus,
24446,Ceanothus velutinus var. velutinus,Yellowstone National Park,241,Vascular Plant,Snowbrush Ceanothus,
24447,Ceanothus velutinus var. velutinus,Bryce National Park,109,Vascular Plant,Snowbrush Ceanothus,
24448,Carex albicans var. emmonsii,Yosemite National Park,139,Vascular Plant,"Emmons Sedge, Sedge",
24449,Carex albicans var. emmonsii,Bryce National Park,69,Vascular Plant,"Emmons Sedge, Sedge",
24450,Carex albicans var. emmonsii,Great Smoky Mountains National Park,47,Vascular Plant,"Emmons Sedge, Sedge",
24451,Carex albicans var. emmonsii,Yellowstone National Park,259,Vascular Plant,"Emmons Sedge, Sedge",
24452,Uvularia sessilifolia,Yellowstone National Park,287,Vascular Plant,"Sessile-Leaf Bellwort, Wild Oats",
24453,Uvularia sessilifolia,Bryce National Park,81,Vascular Plant,"Sessile-Leaf Bellwort, Wild Oats",
24454,Uvularia sessilifolia,Great Smoky Mountains National Park,93,Vascular Plant,"Sessile-Leaf Bellwort, Wild Oats",
24455,Uvularia sessilifolia,Yosemite National Park,144,Vascular Plant,"Sessile-Leaf Bellwort, Wild Oats",
24456,Robinia hispida var. rosea,Bryce National Park,86,Vascular Plant,Boynton's Locust,
24457,Robinia hispida var. rosea,Yellowstone National Park,277,Vascular Plant,Boynton's Locust,
24458,Robinia hispida var. rosea,Yosemite National Park,178,Vascular Plant,Boynton's Locust,
24459,Robinia hispida var. rosea,Great Smoky Mountains National Park,52,Vascular Plant,Boynton's Locust,
24460,Cercis canadensis,Bryce National Park,112,Vascular Plant,"Eastern Redbud, Redbud",
24461,Cercis canadensis,Yellowstone National Park,239,Vascular Plant,"Eastern Redbud, Redbud",
24462,Cercis canadensis,Yosemite National Park,128,Vascular Plant,"Eastern Redbud, Redbud",
24463,Cercis canadensis,Great Smoky Mountains National Park,72,Vascular Plant,"Eastern Redbud, Redbud",
24464,Dichanthelium linearifolium,Yosemite National Park,147,Vascular Plant,Panic Grass,
24465,Dichanthelium linearifolium,Yellowstone National Park,242,Vascular Plant,Panic Grass,
24466,Dichanthelium linearifolium,Bryce National Park,119,Vascular Plant,Panic Grass,
24467,Dichanthelium linearifolium,Great Smoky Mountains National Park,71,Vascular Plant,Panic Grass,
24468,Senecio fremontii var. occidentalis,Yosemite National Park,157,Vascular Plant,"Dwarf Mountain Ragwort, Western Groundsel",
24469,Senecio fremontii var. occidentalis,Great Smoky Mountains National Park,79,Vascular Plant,"Dwarf Mountain Ragwort, Western Groundsel",
24470,Senecio fremontii var. occidentalis,Bryce National Park,119,Vascular Plant,"Dwarf Mountain Ragwort, Western Groundsel",
24471,Senecio fremontii var. occidentalis,Yellowstone National Park,219,Vascular Plant,"Dwarf Mountain Ragwort, Western Groundsel",
24472,Botrychium lanceolatum,Yosemite National Park,119,Vascular Plant,"Lanceleaf Grapefern, Lance-Leaf Moonwort, Triangle Moonwort",
24473,Botrychium lanceolatum,Great Smoky Mountains National Park,90,Vascular Plant,"Lanceleaf Grapefern, Lance-Leaf Moonwort, Triangle Moonwort",
24474,Botrychium lanceolatum,Bryce National Park,132,Vascular Plant,"Lanceleaf Grapefern, Lance-Leaf Moonwort, Triangle Moonwort",
24475,Botrychium lanceolatum,Yellowstone National Park,266,Vascular Plant,"Lanceleaf Grapefern, Lance-Leaf Moonwort, Triangle Moonwort",
24476,Catostomus platyrhynchus,Bryce National Park,91,Fish,Mountain Sucker,
24477,Catostomus platyrhynchus,Yosemite National Park,143,Fish,Mountain Sucker,
24478,Catostomus platyrhynchus,Yellowstone National Park,259,Fish,Mountain Sucker,
24479,Catostomus platyrhynchus,Great Smoky Mountains National Park,82,Fish,Mountain Sucker,
24480,Narthecium californicum,Yosemite National Park,176,Vascular Plant,California Bog Asphodel,
24481,Narthecium californicum,Great Smoky Mountains National Park,55,Vascular Plant,California Bog Asphodel,
24482,Narthecium californicum,Yellowstone National Park,228,Vascular Plant,California Bog Asphodel,
24483,Narthecium californicum,Bryce National Park,110,Vascular Plant,California Bog Asphodel,
24484,Symphyotrichum shortii,Yosemite National Park,174,Vascular Plant,Short's Aster,
24485,Symphyotrichum shortii,Great Smoky Mountains National Park,64,Vascular Plant,Short's Aster,
24486,Symphyotrichum shortii,Yellowstone National Park,256,Vascular Plant,Short's Aster,
24487,Symphyotrichum shortii,Bryce National Park,118,Vascular Plant,Short's Aster,
24488,Dirca palustris,Yellowstone National Park,236,Vascular Plant,Eastern Leatherwood,
24489,Dirca palustris,Yosemite National Park,154,Vascular Plant,Eastern Leatherwood,
24490,Dirca palustris,Bryce National Park,78,Vascular Plant,Eastern Leatherwood,
24491,Dirca palustris,Great Smoky Mountains National Park,93,Vascular Plant,Eastern Leatherwood,
24492,Castilleja cusickii,Bryce National Park,135,Vascular Plant,"Cusick's Indian Paintbrush, Cusick's Paintbrush",
24493,Castilleja cusickii,Yellowstone National Park,270,Vascular Plant,"Cusick's Indian Paintbrush, Cusick's Paintbrush",
24494,Castilleja cusickii,Yosemite National Park,135,Vascular Plant,"Cusick's Indian Paintbrush, Cusick's Paintbrush",
24495,Castilleja cusickii,Great Smoky Mountains National Park,135,Vascular Plant,"Cusick's Indian Paintbrush, Cusick's Paintbrush",
24496,Euphorbia pubentissima,Bryce National Park,67,Vascular Plant,Dogbane-Leaved Spurge,
24497,Euphorbia pubentissima,Yellowstone National Park,257,Vascular Plant,Dogbane-Leaved Spurge,
24498,Euphorbia pubentissima,Great Smoky Mountains National Park,67,Vascular Plant,Dogbane-Leaved Spurge,
24499,Euphorbia pubentissima,Yosemite National Park,148,Vascular Plant,Dogbane-Leaved Spurge,
24500,Scutellaria tuberosa,Bryce National Park,97,Vascular Plant,Danny's Skullcap,
24501,Scutellaria tuberosa,Yellowstone National Park,272,Vascular Plant,Danny's Skullcap,
24502,Scutellaria tuberosa,Yosemite National Park,169,Vascular Plant,Danny's Skullcap,
24503,Scutellaria tuberosa,Great Smoky Mountains National Park,82,Vascular Plant,Danny's Skullcap,
24504,Pomoxis nigromaculatus,Great Smoky Mountains National Park,68,Fish,Black Crappie,
24505,Pomoxis nigromaculatus,Yosemite National Park,191,Fish,Black Crappie,
24506,Pomoxis nigromaculatus,Yellowstone National Park,258,Fish,Black Crappie,
24507,Pomoxis nigromaculatus,Bryce National Park,102,Fish,Black Crappie,
24508,Cleome serrulata,Yosemite National Park,141,Vascular Plant,"Bee Spiderflower, Rocky Mountain Beeplant",
24509,Cleome serrulata,Great Smoky Mountains National Park,79,Vascular Plant,"Bee Spiderflower, Rocky Mountain Beeplant",
24510,Cleome serrulata,Yellowstone National Park,229,Vascular Plant,"Bee Spiderflower, Rocky Mountain Beeplant",
24511,Cleome serrulata,Bryce National Park,130,Vascular Plant,"Bee Spiderflower, Rocky Mountain Beeplant",
24512,Anacamptodon splachnoides,Yosemite National Park,157,Nonvascular Plant,Anacamptodon Moss,
24513,Anacamptodon splachnoides,Bryce National Park,126,Nonvascular Plant,Anacamptodon Moss,
24514,Anacamptodon splachnoides,Great Smoky Mountains National Park,93,Nonvascular Plant,Anacamptodon Moss,
24515,Anacamptodon splachnoides,Yellowstone National Park,259,Nonvascular Plant,Anacamptodon Moss,
24516,Claytonia megarhiza var. megarhiza,Yosemite National Park,144,Vascular Plant,Alpine Springbeauty,
24517,Claytonia megarhiza var. megarhiza,Great Smoky Mountains National Park,102,Vascular Plant,Alpine Springbeauty,
24518,Claytonia megarhiza var. megarhiza,Yellowstone National Park,236,Vascular Plant,Alpine Springbeauty,
24519,Claytonia megarhiza var. megarhiza,Bryce National Park,92,Vascular Plant,Alpine Springbeauty,
24520,Sasa palmata,Great Smoky Mountains National Park,101,Vascular Plant,Broadleaf Bamboo,
24521,Sasa palmata,Yosemite National Park,150,Vascular Plant,Broadleaf Bamboo,
24522,Sasa palmata,Bryce National Park,95,Vascular Plant,Broadleaf Bamboo,
24523,Sasa palmata,Yellowstone National Park,210,Vascular Plant,Broadleaf Bamboo,
24524,Aronia melanocarpa,Great Smoky Mountains National Park,33,Vascular Plant,Black Chokeberry,
24525,Aronia melanocarpa,Bryce National Park,119,Vascular Plant,Black Chokeberry,
24526,Aronia melanocarpa,Yosemite National Park,157,Vascular Plant,Black Chokeberry,
24527,Aronia melanocarpa,Yellowstone National Park,231,Vascular Plant,Black Chokeberry,
24528,Erodium brachycarpum,Great Smoky Mountains National Park,57,Vascular Plant,Shortfruit Stork's Bill,
24529,Erodium brachycarpum,Yellowstone National Park,247,Vascular Plant,Shortfruit Stork's Bill,
24530,Erodium brachycarpum,Yosemite National Park,167,Vascular Plant,Shortfruit Stork's Bill,
24531,Erodium brachycarpum,Bryce National Park,144,Vascular Plant,Shortfruit Stork's Bill,
24532,Potamogeton alpinus,Yosemite National Park,164,Vascular Plant,Alpine Pondweed,
24533,Potamogeton alpinus,Great Smoky Mountains National Park,50,Vascular Plant,Alpine Pondweed,
24534,Potamogeton alpinus,Bryce National Park,118,Vascular Plant,Alpine Pondweed,
24535,Potamogeton alpinus,Yellowstone National Park,255,Vascular Plant,Alpine Pondweed,
24536,Danthonia epilis,Yosemite National Park,141,Vascular Plant,Oat Grass,
24537,Danthonia epilis,Bryce National Park,123,Vascular Plant,Oat Grass,
24538,Danthonia epilis,Yellowstone National Park,266,Vascular Plant,Oat Grass,
24539,Danthonia epilis,Great Smoky Mountains National Park,95,Vascular Plant,Oat Grass,
24540,Campylium radicale,Bryce National Park,63,Nonvascular Plant,Campylium Moss,
24541,Campylium radicale,Great Smoky Mountains National Park,60,Nonvascular Plant,Campylium Moss,
24542,Campylium radicale,Yosemite National Park,151,Nonvascular Plant,Campylium Moss,
24543,Campylium radicale,Yellowstone National Park,265,Nonvascular Plant,Campylium Moss,
24544,Corallorhiza maculata,Yosemite National Park,164,Vascular Plant,"Spotted Coralroot, Summer Coralroot",
24545,Corallorhiza maculata,Yellowstone National Park,267,Vascular Plant,"Spotted Coralroot, Summer Coralroot",
24546,Corallorhiza maculata,Bryce National Park,91,Vascular Plant,"Spotted Coralroot, Summer Coralroot",
24547,Corallorhiza maculata,Great Smoky Mountains National Park,86,Vascular Plant,"Spotted Coralroot, Summer Coralroot",
24548,Juncus trifidus,Yellowstone National Park,259,Vascular Plant,Highland Rush,
24549,Juncus trifidus,Yosemite National Park,185,Vascular Plant,Highland Rush,
24550,Juncus trifidus,Bryce National Park,73,Vascular Plant,Highland Rush,
24551,Juncus trifidus,Great Smoky Mountains National Park,59,Vascular Plant,Highland Rush,
24552,Elymus elymoides ssp. elymoides,Yosemite National Park,156,Vascular Plant,"Bottlebrush Squirreltail, Squirreltail",
24553,Elymus elymoides ssp. elymoides,Yellowstone National Park,208,Vascular Plant,"Bottlebrush Squirreltail, Squirreltail",
24554,Elymus elymoides ssp. elymoides,Great Smoky Mountains National Park,97,Vascular Plant,"Bottlebrush Squirreltail, Squirreltail",
24555,Elymus elymoides ssp. elymoides,Bryce National Park,103,Vascular Plant,"Bottlebrush Squirreltail, Squirreltail",
24556,Lycopodiella inundata,Yosemite National Park,126,Vascular Plant,Inundated Clubmoss,
24557,Lycopodiella inundata,Bryce National Park,104,Vascular Plant,Inundated Clubmoss,
24558,Lycopodiella inundata,Yellowstone National Park,265,Vascular Plant,Inundated Clubmoss,
24559,Lycopodiella inundata,Great Smoky Mountains National Park,86,Vascular Plant,Inundated Clubmoss,
24560,Passiflora lutea,Bryce National Park,89,Vascular Plant,"Yellow Passionflower, Yellow Passion-Flower",
24561,Passiflora lutea,Great Smoky Mountains National Park,71,Vascular Plant,"Yellow Passionflower, Yellow Passion-Flower",
24562,Passiflora lutea,Yosemite National Park,142,Vascular Plant,"Yellow Passionflower, Yellow Passion-Flower",
24563,Passiflora lutea,Yellowstone National Park,255,Vascular Plant,"Yellow Passionflower, Yellow Passion-Flower",
24564,Allium obtusum var. conspicuum,Yosemite National Park,119,Vascular Plant,Red Sierra Onion,
24565,Allium obtusum var. conspicuum,Bryce National Park,113,Vascular Plant,Red Sierra Onion,
24566,Allium obtusum var. conspicuum,Great Smoky Mountains National Park,85,Vascular Plant,Red Sierra Onion,
24567,Allium obtusum var. conspicuum,Yellowstone National Park,244,Vascular Plant,Red Sierra Onion,
24568,Microtus montanus,Bryce National Park,119,Mammal,Montane Vole,
24569,Microtus montanus,Yellowstone National Park,226,Mammal,Montane Vole,
24570,Microtus montanus,Great Smoky Mountains National Park,84,Mammal,Montane Vole,
24571,Microtus montanus,Yosemite National Park,158,Mammal,Montane Vole,
24572,Arceuthobium californicum,Great Smoky Mountains National Park,66,Vascular Plant,Sugar Pine Dwarf Mistletoe,
